text	code	workerid	probid	subid	line	indent
else if x[i] is 'U'	else if (x[i] == 'U')	01	321A	47885309	25	2
increment ty	ty++;	01	321A	47885309	26	3
else if x[i] is 'D'	else if (x[i] == 'D')	01	321A	47885309	27	2
decrement ty	ty--;	01	321A	47885309	28	3
	}	01	321A	47885309	29	1
if result of ck(tx, a, ty, b) or ( a is tx and b is ty ), return print ( "Yes" ), 0	if (ck(tx, a, ty, b) || (a == tx && b == ty)) return puts("Yes"), 0;	01	321A	47885309	30	1
for i = 0 to n exclusive	for (int i = 0; i < n; i++) {	01	321A	47885309	31	1
if x[i] is 'R'	if (x[i] == 'R')	01	321A	47885309	32	2
increment cx	cx++;	01	321A	47885309	33	3
else if x[i] is 'L'	else if (x[i] == 'L')	01	321A	47885309	34	2
decrement cx	cx--;	01	321A	47885309	35	3
else if x[i] is 'U'	else if (x[i] == 'U')	01	321A	47885309	36	2
increment cy	cy++;	01	321A	47885309	37	3
else if x[i] is 'D'	else if (x[i] == 'D')	01	321A	47885309	38	2
decrement cy	cy--;	01	321A	47885309	39	3
if result of run ck with tx, a - cx, ty, b- cy as arguments or ( a is cx and b is cy ) return print ( "Yes" ), 0	if (ck(tx, a - cx, ty, b - cy) || (a == cx && b == cy)) return puts("Yes"), 0;	01	321A	47885309	40	2
	}	01	321A	47885309	41	1
print "No"	puts("No");	01	321A	47885309	42	1
	}	01	321A	47885309	43	0
	int main() {	05	584A	48942533	0	0
n, t = integers	int n, t;	05	584A	48942533	1	1
read n, t	cin >> n >> t;	05	584A	48942533	2	1
if (t is not 10)	if (t != 10) {	05	584A	48942533	3	1
while decrement n, print t	while (n--) cout << t;	05	584A	48942533	4	2
else	} else {	05	584A	48942533	5	1
if (n is not 1)	if (n != 1) {	05	584A	48942533	6	2
n = n - 2	n -= 2;	05	584A	48942533	7	3
print 10	cout << "10";	05	584A	48942533	8	3
while decrement n, print 0	while (n--) cout << "0";	05	584A	48942533	9	3
else	} else	05	584A	48942533	10	2
print -1	cout << "-1";	05	584A	48942533	11	3
	}	05	584A	48942533	12	1
print new line	cout << endl;	05	584A	48942533	13	1
	return 0;	05	584A	48942533	14	1
	}	05	584A	48942533	15	0
	int main() {	25	697A	43475913	0	0
create int t, s, x, i	int t, s, x, i;	25	697A	43475913	1	1
read t, s, x	cin >> t >> s >> x;	25	697A	43475913	2	1
if x >= t and (x - t) mod s equals 0 or x > t + 1 and (x - t - 1) mod s equals 0	if (x >= t && (x - t) % s == 0 || x > t + 1 && (x - t - 1) % s == 0) {	25	697A	43475913	3	1
print "YES"	cout << "YES" << endl;	25	697A	43475913	4	2
else	} else {	25	697A	43475913	5	1
print "NO"	cout << "NO" << endl;	25	697A	43475913	6	2
	}	25	697A	43475913	7	1
	}	25	697A	43475913	8	0
declare long longs n, num, ans	long long n, num, ans;	01	150A	41928786	0	0
declare cnt as integer	int cnt;	01	150A	41928786	1	0
declare a as long long array size 10	long long a[10];	01	150A	41928786	2	0
declare check with long long o as argument, returning integer	int check(long long o) {	01	150A	41928786	3	0
for i = 2 to integer casted square root of o inclusive	for (int i = 2; i <= (int)sqrt(o); i++) {	01	150A	41928786	4	1
if o % i is 0, return 0	if (o % i == 0) return 0;	01	150A	41928786	5	2
	}	01	150A	41928786	6	1
return 1 from function	return 1;	01	150A	41928786	7	1
	}	01	150A	41928786	8	0
	int main() {	01	150A	41928786	9	0
read num	cin >> num;	01	150A	41928786	10	1
set n to num	n = num;	01	150A	41928786	11	1
if num is 1 or result of run check(num)	if (num == 1 || check(num)) {	01	150A	41928786	12	1
print "1" print newline print "0" print newline	cout << "1" << endl << "0" << endl;	01	150A	41928786	13	2
	return 0;	01	150A	41928786	14	2
	}	01	150A	41928786	15	1
for i = 2 to integer casted square root of num inclusive	for (int i = 2; i <= (int)sqrt(num); i++) {	01	150A	41928786	16	1
while num % i is 0	while (num % i == 0) {	01	150A	41928786	17	2
set num to num / i	num /= i;	01	150A	41928786	18	3
let a[increment count] be i	a[cnt++] = i;	01	150A	41928786	19	3
if cnt is greater than or equal to 2, break loop	if (cnt >= 2) break;	01	150A	41928786	20	3
	}	01	150A	41928786	21	2
if cnt is greater than or equal to 2, break loop	if (cnt >= 2) break;	01	150A	41928786	22	2
	}	01	150A	41928786	23	1
if cnt is greater than or equal to 2 and a[0] * a[1] is not n	if (cnt >= 2 && a[0] * a[1] != n) {	01	150A	41928786	24	1
print "1" print newline print a[0] * a[1] print newline	cout << "1" << endl << a[0] * a[1] << endl;	01	150A	41928786	25	2
else	} else {	01	150A	41928786	26	1
print "2" print newline	cout << "2" << endl;	01	150A	41928786	27	2
	}	01	150A	41928786	28	1
	return 0;	01	150A	41928786	29	1
	}	01	150A	41928786	30	0
a = string	string a;	43	708A	48026959	0	0
tou = -1, wei = -1, mk be long long	long long tou = -1, wei = -1, mk;	43	708A	48026959	1	0
	int main() {	43	708A	48026959	2	0
read a	cin >> a;	43	708A	48026959	3	1
for s = 0 to size of a exclusive	for (int s = 0; s < a.size(); s++) {	43	708A	48026959	4	1
if a[s] isn't 'a'	if (a[s] != 'a') {	43	708A	48026959	5	2
if tou = -1 then set tou to s	if (tou == -1) tou = s;	43	708A	48026959	6	3
set mk to 1	mk = 1;	43	708A	48026959	7	3
else	} else {	43	708A	48026959	8	2
if tou ins't -1	if (tou != -1) {	43	708A	48026959	9	3
set wei to s-1	wei = s - 1;	43	708A	48026959	10	4
exit loop	break;	43	708A	48026959	11	4
	}	43	708A	48026959	12	3
	}	43	708A	48026959	13	2
	}	43	708A	48026959	14	1
if wei = -1 and mk = 1 then set wei to size of a - 1	if (wei == -1 && mk == 1) wei = a.size() - 1;	43	708A	48026959	15	1
if mk = 0 then	if (mk == 0) {	43	708A	48026959	16	1
set last elem of a to 'z'	a[a.size() - 1] = 'z';	43	708A	48026959	17	2
else	} else	43	708A	48026959	18	1
for s = max between 0 to long long and tou, until s <= wei, increment s after, set a[s] to (a[s] to int - 1) to char	for (int s = max((long long)0, tou); s <= wei; s++) { a[s] = char((int)a[s] - 1); }	43	708A	48026959	19	2
print a	cout << a << endl;	43	708A	48026959	20	1
	}	43	708A	48026959	21	0
in function isprime taking long long n and returning bool	bool isprime(long long n) {	10	755A	38874468	0	0
flag = bool with flag = true	bool flag = true;	10	755A	38874468	1	1
i = long long	long long i;	10	755A	38874468	2	1
for i = 2 to sqrt of n as long long	for (i = 2; i <= (long long)sqrt(n); i++) {	10	755A	38874468	3	1
if n is a multiple of i	if (n % i == 0) {	10	755A	38874468	4	2
set flag to false	flag = false;	10	755A	38874468	5	3
break	break;	10	755A	38874468	6	3
	}	10	755A	38874468	7	2
	}	10	755A	38874468	8	1
return flag	return flag;	10	755A	38874468	9	1
	}	10	755A	38874468	10	0
	int main() {	10	755A	38874468	11	0
m = long long	long long m;	10	755A	38874468	12	1
read m	cin >> m;	10	755A	38874468	13	1
if m is 1	if (m == 1)	10	755A	38874468	14	1
print 3	cout << 3 << endl;	10	755A	38874468	15	2
else if m is uneven	else if (m % 2 == 1)	10	755A	38874468	16	1
print 1	cout << 1 << endl;	10	755A	38874468	17	2
else	else {	10	755A	38874468	18	1
i = long long	long long i;	10	755A	38874468	19	2
iterate i from 1	for (i = 1;; i++) {	10	755A	38874468	20	2
if not isprime of (i * m + 1) break	if (!isprime(i * m + 1)) break;	10	755A	38874468	21	3
	}	10	755A	38874468	22	2
print i	cout << i << endl;	10	755A	38874468	23	2
	}	10	755A	38874468	24	1
	return 0;	10	755A	38874468	25	1
	}	10	755A	38874468	26	0
in bool function check taking num = int	bool check(int num) {	43	755A	38874220	0	0
if sum is 2 or num is 3 then return 1	if (num == 2 || num == 3) return 1;	43	755A	38874220	1	1
if num mod 6 isn't 1 and sum mod 6 isn't 5 then return 0	if (num % 6 != 1 && num % 6 != 5) return 0;	43	755A	38874220	2	1
for i = 5 to i^2 <= num incrementing i by 6	for (int i = 5; i * i <= num; i += 6)	43	755A	38874220	3	1
if num mod i = 0 or num mod (i+2) = 0 then return 0	if (num % i == 0 || num % (i + 2) == 0) return 0;	43	755A	38874220	4	2
return 1	return 1;	43	755A	38874220	5	1
	}	43	755A	38874220	6	0
	int main() {	43	755A	38874220	7	0
n = int	int n;	43	755A	38874220	8	1
read n	cin >> n;	43	755A	38874220	9	1
for i = 1 to 1000 inclusive	for (int i = 1; i <= 1000; ++i) {	43	755A	38874220	10	1
if check of i*n+1 is 0	if (check(i * n + 1) == 0) {	43	755A	38874220	11	2
print i	cout << i << endl;	43	755A	38874220	12	3
	return 0;	43	755A	38874220	13	3
	}	43	755A	38874220	14	2
	}	43	755A	38874220	15	1
	}	43	755A	38874220	16	0
create map mapp from string to double	map<string, double> mapp;	01	105A	39084057	0	0
create map iterator it from string to double	map<string, double>::iterator it;	01	105A	39084057	1	0
	int main() {	01	105A	39084057	2	0
create integers n, m	int n, m;	01	105A	39084057	3	1
create double k	double k;	01	105A	39084057	4	1
create string name	string nam;	01	105A	39084057	5	1
create double num	double num;	01	105A	39084057	6	1
while read n read m read k	while (cin >> n >> m >> k) {	01	105A	39084057	7	1
remove all elements from mapp	mapp.clear();	01	105A	39084057	8	2
for i = 0 to n exclusive	for (int i = 0; i < n; i++) {	01	105A	39084057	9	2
read nam read num	cin >> nam >> num;	01	105A	39084057	10	3
if num * k is greater than or equal to 100	if (num * k >= 100) {	01	105A	39084057	11	3
create integer temp with temp = num * k + 0.001	int temp = num * k + 0.001;	01	105A	39084057	12	4
increment mapp[nam] by double casted temp	mapp[nam] += (double)temp;	01	105A	39084057	13	4
	}	01	105A	39084057	14	3
	}	01	105A	39084057	15	2
for i = 0 to m exclusive	for (int i = 0; i < m; i++) {	01	105A	39084057	16	2
read nam	cin >> nam;	01	105A	39084057	17	3
if mapp[nam] is 0, increment mapp[nam] by 0	if (mapp[nam] == 0) { mapp[nam] += 0; }	01	105A	39084057	18	3
	}	01	105A	39084057	19	2
print size of mapp print newline	cout << mapp.size() << endl;	01	105A	39084057	20	2
for it = beginning of mapp to it is not end of mapp, print first element of it print " " print second element of it print newline	for (it = mapp.begin(); it != mapp.end(); it++) { cout << it->first << " " << it->second << endl; }	01	105A	39084057	21	2
	}	01	105A	39084057	22	1
	}	01	105A	39084057	23	0
declare f with long long n as argument, returning long long	long long f(long long n) {	01	204A	46371906	0	0
create long long sum with sum = 0	long long sum = 0;	01	204A	46371906	1	1
if n is less than 10	if (n < 10)	01	204A	46371906	2	1
set sum to n	sum = n;	01	204A	46371906	3	2
else	else {	01	204A	46371906	4	1
set sum to n / 10 + 9	sum = n / 10 + 9;	01	204A	46371906	5	2
create integer j with j = n % 10	int j = n % 10;	01	204A	46371906	6	2
while n is greater than or equal to 10, set n to n / 10	while (n >= 10) n /= 10;	01	204A	46371906	7	2
if n is greater than j, decrement sum	if (n > j) sum--;	01	204A	46371906	8	2
	}	01	204A	46371906	9	1
return sum from function	return sum;	01	204A	46371906	10	1
	}	01	204A	46371906	11	0
	int main() {	01	204A	46371906	12	0
create long longs l, r, cnt with cnt = 0	long long l, r, cnt = 0;	01	204A	46371906	13	1
read l read r	cin >> l >> r;	01	204A	46371906	14	1
if r is less than 10	if (r < 10) {	01	204A	46371906	15	1
set cnt to r - l + 1	cnt = r - l + 1;	01	204A	46371906	16	2
else	} else {	01	204A	46371906	17	1
set cnt to result of run f with r as argument - result of run f with l - 1 as argument	cnt = f(r) - f(l - 1);	01	204A	46371906	18	2
	}	01	204A	46371906	19	1
print cnt print newline	cout << cnt << endl;	01	204A	46371906	20	1
	return 0;	01	204A	46371906	21	1
	}	01	204A	46371906	22	0
	int main() {	54	321A	48486912	0	0
declare long longs a and b	long long a, b;	54	321A	48486912	1	1
read a and b and keep looping	while (cin >> a >> b) {	54	321A	48486912	2	1
declare new string variable s	string s;	54	321A	48486912	3	2
declare long long variables x and y = 0	long long x = 0, y = 0;	54	321A	48486912	4	2
read standard input to s	cin >> s;	54	321A	48486912	5	2
create new long long called i	long long i;	54	321A	48486912	6	2
for i = 0 to length of s exclusive	for (i = 0; i < s.size(); i++) {	54	321A	48486912	7	2
if x = a and y = b, stop the loop	if (x == a && y == b) break;	54	321A	48486912	8	3
if s[i] is equal to 'L', change x to x - 1	if (s[i] == 'L') x -= 1;	54	321A	48486912	9	3
if s[i] = 'R', change x to the sum of x and 1	if (s[i] == 'R') x += 1;	54	321A	48486912	10	3
if s[i] = 'U', change y to the sum of y and 1	if (s[i] == 'U') y += 1;	54	321A	48486912	11	3
if s[i] = 'D', decrease y by 1	if (s[i] == 'D') y -= 1;	54	321A	48486912	12	3
	}	54	321A	48486912	13	2
declare new long long variable j	long long j;	54	321A	48486912	14	2
if i = length of s	if (i == s.size()) {	54	321A	48486912	15	2
for j from 0 to length of s exclusive	for (j = 0; j < s.size(); j++) {	54	321A	48486912	16	3
if s[j] is equal to 'L', increase a by 1	if (s[j] == 'L') a += 1;	54	321A	48486912	17	4
if s[j] is equal to 'R', subtract 1 from a	if (s[j] == 'R') a -= 1;	54	321A	48486912	18	4
if s[j] is equal to 'U', subtract 1 from b	if (s[j] == 'U') b -= 1;	54	321A	48486912	19	4
if s[j] is equal to 'D', add 1 to b	if (s[j] == 'D') b += 1;	54	321A	48486912	20	4
if a = 0 and b is equal to 0, stop the loop	if (a == 0 && b == 0) break;	54	321A	48486912	21	4
create long long variable da with value = absolute value of a	long long da = abs(a);	54	321A	48486912	22	4
declare new long long db with value abs(b)	long long db = abs(b);	54	321A	48486912	23	4
dx is a new long long variable = abs(x)	long long dx = abs(x);	54	321A	48486912	24	4
declare long long variable dy = absolute value of y	long long dy = abs(y);	54	321A	48486912	25	4
if a * y = b * x && a * x >= 0 && b * y >= 0	if ((long long)a * y == (long long)b * x && (long long)a * x >= 0 && (long long)b * y >= 0) {	54	321A	48486912	26	4
if a != 0 and b != 0	if (a != 0 && b != 0) {	54	321A	48486912	27	5
if dx != 0 and dy != 0	if (dx != 0 && dy != 0) {	54	321A	48486912	28	6
if da % dx = 0 and db % dy = 0, break the loop	if (da % dx == 0 && db % dy == 0) break;	54	321A	48486912	29	7
	}	54	321A	48486912	30	6
else if a != 0 and b = 0	} else if (a != 0 && b == 0) {	54	321A	48486912	31	5
if dx != 0	if (dx != 0) {	54	321A	48486912	32	6
if dy is equal to 0 and da%dx = 0, stop the loop	if (dy == 0 && da % dx == 0) break;	54	321A	48486912	33	7
	}	54	321A	48486912	34	6
else if a = 0 and b != 0	} else if (a == 0 && b != 0) {	54	321A	48486912	35	5
if dy != 0	if (dy != 0) {	54	321A	48486912	36	6
if dx = 0 and db % dy is equal to 0, break	if (dx == 0 && db % dy == 0) break;	54	321A	48486912	37	7
	}	54	321A	48486912	38	6
	}	54	321A	48486912	39	5
	}	54	321A	48486912	40	4
	}	54	321A	48486912	41	3
if j != length of s	if (j != s.size()) {	54	321A	48486912	42	3
print "Yes"	cout << "Yes" << endl;	54	321A	48486912	43	4
else	} else {	54	321A	48486912	44	3
print "No" to the standard output	cout << "No" << endl;	54	321A	48486912	45	4
	}	54	321A	48486912	46	3
else	} else {	54	321A	48486912	47	2
print "Yes"	cout << "Yes" << endl;	54	321A	48486912	48	3
	}	54	321A	48486912	49	2
	}	54	321A	48486912	50	1
	return 0;	54	321A	48486912	51	1
	}	54	321A	48486912	52	0
s = character array of size 30	char s[30];	18	175A	40292503	0	0
mx = long long = -1	long long mx = -1;	18	175A	40292503	1	0
in function to_int with argument character pointer p that returns a long long	long long to_int(char *p) {	18	175A	40292503	2	0
res = long long = 0	long long res = 0;	18	175A	40292503	3	1
if p[1] is not 0 and p[0] is 0, then return -1	if (p[1] != 0 && p[0] == '0') return -1;	18	175A	40292503	4	1
while p is nonzero	while (*p) {	18	175A	40292503	5	1
res = (res * 10) + (p[0] - 0)	res = (res * 10) + (p[0] - '0');	18	175A	40292503	6	2
if res > 1e6 in integer form, then return -1	if (res > int(1e6)) return -1;	18	175A	40292503	7	2
increase p by 1	p++;	18	175A	40292503	8	2
	}	18	175A	40292503	9	1
return res	return res;	18	175A	40292503	10	1
	}	18	175A	40292503	11	0
in function run with arguments of character p = s, integer r = 0, integer sum = 0 that returns nothing	void run(char *p = s, int r = 0, int sum = 0) {	18	175A	40292503	12	0
if r is 2	if (r == 2) {	18	175A	40292503	13	1
rem = long long = call to_int with argument p	long long rem = to_int(p);	18	175A	40292503	14	2
if rem is not -1, then mx = bigger value between mx and sum + rem	if (rem != -1) mx = max(mx, sum + rem);	18	175A	40292503	15	2
return nothing	return;	18	175A	40292503	16	2
	}	18	175A	40292503	17	1
sm = long long = 0	long long sm = 0;	18	175A	40292503	18	1
while p[2 - r] is nonzero	while (p[2 - r]) {	18	175A	40292503	19	1
sm = (sm * 10) + (p[0] - 0)	sm = (sm * 10) + (p[0] - '0');	18	175A	40292503	20	2
if sm > 1e6 in integer form, then exit while loop	if (sm > int(1e6)) break;	18	175A	40292503	21	2
call run with arguments p + 1, r + 1, and sum + sm	run(p + 1, r + 1, sum + sm);	18	175A	40292503	22	2
if sum is 0, then exit the while loop	if (sm == 0) break;	18	175A	40292503	23	2
increase p by 1	p++;	18	175A	40292503	24	2
	}	18	175A	40292503	25	1
	}	18	175A	40292503	26	0
	int main() {	18	175A	40292503	27	0
read s	cin >> s;	18	175A	40292503	28	1
call run	run();	18	175A	40292503	29	1
print mx	cout << mx << endl;	18	175A	40292503	30	1
	return 0;	18	175A	40292503	31	1
	}	18	175A	40292503	32	0
	int main() {	54	714A	47105326	0	0
declare long longs a, b, l, r and k	long long a, b, l, r, k;	54	714A	47105326	1	1
read from the input to a, b, l, r and k	cin >> a >> b >> l >> r >> k;	54	714A	47105326	2	1
sum is a new long long = 0	long long sum = 0;	54	714A	47105326	3	1
if a <= r and l < a	if (a <= r and l < a) {	54	714A	47105326	4	1
change sum to the sum of sum and r - a + 1	sum += r - a + 1;	54	714A	47105326	5	2
if k >= a and k <= r, change sum to sum - 1	if (k >= a and k <= r) sum -= 1;	54	714A	47105326	6	2
	}	54	714A	47105326	7	1
if l <= b and b<r	if (l <= b and b < r) {	54	714A	47105326	8	1
increase sum by b - l + 1	sum += b - l + 1;	54	714A	47105326	9	2
if k >= l and k<=b, subtract 1 from sum	if (k >= l and k <= b) sum -= 1;	54	714A	47105326	10	2
	}	54	714A	47105326	11	1
if a <= l and b >= r	if (a <= l and b >= r) {	54	714A	47105326	12	1
set sum to r - l + 1	sum = r - l + 1;	54	714A	47105326	13	2
if k >= l and k <= r, change sum to sum - 1	if (k >= l and k <= r) sum -= 1;	54	714A	47105326	14	2
	}	54	714A	47105326	15	1
if l <= a and r >= b	if (l <= a and r >= b) {	54	714A	47105326	16	1
change the value of sum to b - a + 1	sum = b - a + 1;	54	714A	47105326	17	2
if k >= a and k <= b, change sum to sum - 1	if (k >= a and k <= b) sum -= 1;	54	714A	47105326	18	2
	}	54	714A	47105326	19	1
print sum	cout << sum << endl;	54	714A	47105326	20	1
	return 0;	54	714A	47105326	21	1
	}	54	714A	47105326	22	0
declare boolean array v size 12 by 12	bool v[12][12];	01	442A	32775974	0	0
declare isOK with integer a as argument, returning boolean	bool isOK(int a) {	01	442A	32775974	1	0
declare integer array add size 12	int add[12];	01	442A	32775974	2	1
declare integer count = 0	int count = 0;	01	442A	32775974	3	1
set bytes from add to size of add to value 0	memset(add, 0, sizeof(add));	01	442A	32775974	4	1
for i = 0 to 5 exclusive	for (int i = 0; i < 5; i++) {	01	442A	32775974	5	1
for j = 5 to 10 exclusive	for (int j = 5; j < 10; j++) {	01	442A	32775974	6	2
if v[i][j] is true	if (v[i][j]) {	01	442A	32775974	7	3
if (((a bitwise and (1 bitshift left i)) is 0) and ((a bitwise and (1 bitshift left j)) is 0)), increment count	if (((a & (1 << i)) == 0) && ((a & (1 << j)) == 0)) count++;	01	442A	32775974	8	4
